,tweets,polarity
473,"RT @SpokesManAtiku: Reports in the media that @atiku hosted a 400 person meeting in Dubai are false. For the avoidance of doubt, ours was n",-0.4
474,@Nigerianey @YouthsForAtiku @MBuhari @atiku Guys don't fight on twitter get ur PVC ready! Some say we re faced bw t https://t.co/eAadPpkr7t,0.25
475,"Only if @APCNigeria know that vituperation of @atiku only makes him more popular, they'd stay on their own lane https://t.co/gJJ7ujkMNh",0.34
476,"RT @jeffphilips1: By the time the Odumakins finish with @atiku, he will not recognize his bank accounts anymore https://t.co/bENPY2Sjdf",0.0
477,@SpokesManAtiku @atiku Location isn't the priority here...it's all about resolution #gnwa....,0.0
478,RT @Bulamacartoons: If Atiku wins all Ill need to learn is how to draw his jaw and we are good,0.166666666667
479,"RT @SpokesManAtiku: Reports in the media that @atiku hosted a 400 person meeting in Dubai are false. For the avoidance of doubt, ours was n",-0.4
480,"@usacgn is in a rescue mission, save Nigeria  from this unfocused government, get your PVC and vote for https://t.co/JnDIMagJlV",-0.4
481,@ObaloluwaT @osquare78 @Olayemi790 @AliObaje @SpokesManAtiku @atiku No need to reply a fool. Love you bro.,0.5
482,"RT @radiobiafralive: 2019 ELECTION; #IPOB DIASSOCIATE ITSELF INSIST ON #Referendum. 
THE EMERGENCE OF @MBuhari, @atiku AS FLAG BEARERS, CON",0.0
483,"RT @MiriamShehu: Between @Atiku, @bukolasaraki, @RMKwankwaso and @AWTambuwal who recently defected from the APC to PDP, whose defection car",0.0
484,RT @avinashpradana: sepurane bukane aku wegah mengubungimu  tapi awak ku sadar nek dudu prioritasmu opo meneh ganggu wektumu perkoro aku.yo,0.0
485,"Buhari, Osinbajo collecting hardship allowance while workers are suffering  Atiku: https://t.co/iCLNiJvQXc https://t.co/fVwwfvqrpq",0.0
486,@BabsAwal @adeyanjudeji @atiku @MBuhari Old narrative Bros you're still leaving in the past,-0.075
487,RT @junaidubadarawa: @OfficialPDPNig @MBuhari @OfficialAPCNg @atiku @GovIfeanyiOkowa @bukolasaraki @renoomokri @GovAyoFayose @benmurraybruc,0.0
488,RT @ogundamisi: FACT-CHECK: @atiku LIED @TheEconomist DID NOT endorse Atiku for the position of @NGRPresident https://t.co/ddszy2HqWY,0.0
489,RT @Donsnowprince: @OfficialPDPNig @MBuhari @OfficialAPCNg @atiku @GovIfeanyiOkowa @bukolasaraki @renoomokri @GovAyoFayose @benmurraybruce,0.0
490,@mmbellos @dawisu Was just trying to know man,0.0
491,RT @avinashpradana: sepurane bukane aku wegah mengubungimu  tapi awak ku sadar nek dudu prioritasmu opo meneh ganggu wektumu perkoro aku.yo,0.0
492,@MahmoudLawal4 @OfficialPDPNig @MBuhari @OfficialAPCNg @atiku @GovIfeanyiOkowa @bukolasaraki @renoomokri https://t.co/2pcjNV8KZl,0.0
493,"RT @AISHA__LAGOS: Few years back, my stepmom hated   seeing me pray,the thought of me being Muslim annoyed her. All my Hijabs were hidden &amp;",-0.333333333333
494,RT @tinkizee2: Da Atiku ai gwara Goodluck ya dawo,0.0
495,"RT @ogundamisi: FLASHBACK! @HSBC and 4 other UK   banks 'aided Nigeria corruption'

@HSBC want @atiku as it is no longer business as usua",-0.125
496,RT @umarmuchia: 99.9% of @atiku supporters are supporting him because of naira &amp; dollar. While 99.9% of @MBuhari supporters are supporting,0.25
497,RT @DailyPostNGR: New minimum wage: Why Buhari cant be trusted  Atiku https://t.co/6ICz59UW9K https://t.co/0YaE4aEFHk,0.136363636364
498,"RT @AtTijaniyyah_: The Sheikhs on Attendance: Sheikh Auwal Sanni Auwal, Sheikh Dr Lawy Sheikh Abubakar Atiku Sanka, Sheikh Mai Ashafa Sheik",0.0
499,@EzraelAni @Kvng_felaback Uncle good evening ,0.7
500,"If you're a Fan of @atiku and also a fan of @ManUtd... I love you beyond measures, and God is my witness!!!",0.9765625
501,RT @Yan_biyu_: Retweet for Buhari @MBuhari and like for Atiku @atiku https://t.co/yol5qnsWaP,0.0
502,@_emmalez @Kvng_felaback ,0.0
503,RT @ogundamisi: FACT-CHECK: @atiku LIED @TheEconomist DID NOT endorse Atiku for the position of @NGRPresident https://t.co/ddszy2HqWY,0.0
504,@MOHD_Ks @FelixNonny @atiku Correct,0.0
505,"RT @Nigerianey: POLL: @Mbuhari or @atiku 

If Nigeria's Presidential Election Holds Today Between Abubakar Atiku And Muhammadu Buhari Who W",0.0
506,Call us today to give your office/residential compound a magic Stamp Concrete Floor today.... 07030125656 @atiku https://t.co/umhzW9VcZN,0.325
507,@DemolaRewaju @atiku @OfficialPDPNig @UcheSecondus  This guy deserves a position in your administration when you wi https://t.co/qQT60NSL68,0.0
508,RT @Yan_biyu_: Retweet for Buhari @MBuhari and like for Atiku @atiku https://t.co/yol5qnsWaP,0.0
509,Atiku or buhari i dont care Ya Allah just choose whats best for us,1.0
510,"@OfficialDahyor @segalink The problem with electricity is distribution, one company cannot serve 36 states, give po https://t.co/1CY0n6xDaf",0.0
511,"RT @cbngov_akin1: Tinubu made a foolish mistake with Buhari, Yorubas will vote Atiku  Afenifere - Chief Ayo Adebanjo

He said he has thr",0.0
512,RT @avinashpradana: sepurane bukane aku wegah mengubungimu  tapi awak ku sadar nek dudu prioritasmu opo meneh ganggu wektumu perkoro aku.yo,0.0
513,@Biisi96 You must be a LASTMA officer,0.0
514,"RT @SpokesManAtiku: Reports in the media that @atiku hosted a 400 person meeting in Dubai are false. For the avoidance of doubt, ours was n",-0.4
515,"RT @Stalyf: Gentle reminder that Nigeria is now the poverty capital of the world. 

In the face of severe  economic  hardship, high  level",0.186666666667
516,@SpokesManAtiku @atiku Even if you were 1000 people in the meeting nko? As far as it's for the good of this country https://t.co/1xeOwUhuV7,0.4
517,RT @Yan_biyu_: Retweet for Buhari @MBuhari and like for Atiku @atiku https://t.co/yol5qnsWaP,0.0
518,"@DailyPostNGR Is better you collect your dollars from mugun atiku jeje,don't use Yoruba name if I may asked you whi https://t.co/R5tStbSHKv",0.5
519,@bukolasaraki @atiku @OnemolaOlu @officialKolaO @OfficialPDPNig @gnwa2019 @wagzie01 @babaidris090 @_walebakare https://t.co/azV6IvAnC9,0.0
520,"RT @Intergrity56: They are saying @ProfOsinbajo  is just a VP,  there is little he can do, he has no say on extra-judicial killings, corrup",-0.1875
521,RT @CACCOT1: APC want to probe Atiku for going to Dubai but court stopped the probe of Ganduje for taking bribe that was caught live on vid,0.136363636364
522,RT @Hailfinger1: The failed and discredited @MBuhari led @OfficialAPCNg government has been busted once again for lying to Nigerians. They,-0.5
523,"RT @SpokesManAtiku: Reports in the media that @atiku hosted a 400 person meeting in Dubai are false. For the avoidance of doubt, ours was n",-0.4
524,RT @Yan_biyu_: Retweet for Buhari @MBuhari and like for Atiku @atiku https://t.co/yol5qnsWaP,0.0
525,"RT @UcheSecondus: Today, I conducted the Senate President, who is also the Director General of Atiku @atiku Presidential campaign committee",0.05
526,"I take that back, against atiku its almost a sure thing.",0.25
527,"RT @SpokesManAtiku: Reports in the media that @atiku hosted a 400 person meeting in Dubai are false. For the avoidance of doubt, ours was n",-0.4
528,"RT @Intergrity56: People are asking me why I don't criticize @atiku 

He is an aspirant,  he owes me nothing other than Promises 

@MBuhari",-0.125
529,"Allah ya kare mu
Idan kana Raye kaji Categories na success
Ace kae pressing star five nine five ace ka cike wani fo https://t.co/WiFCiBkQQ7",0.3
530,"@SpokesManAtiku @atiku Even if it turns out to be 1billion people, is there any problem with that? Atiku being a pr https://t.co/Xvy5U3alEa",0.0
531,RT @hausafilmstv: Me ya sa @Atiku da @MBuhari 'suka raba kan 'yan #Kannywood'? https://t.co/UqZYn51AaO via @BBCHausa,0.0
532,RT @Yan_biyu_: Retweet for Buhari @MBuhari and like for Atiku @atiku https://t.co/yol5qnsWaP,0.0
533,RT @avinashpradana: sepurane bukane aku wegah mengubungimu  tapi awak ku sadar nek dudu prioritasmu opo meneh ganggu wektumu perkoro aku.yo,0.0
534,RT @Yan_biyu_: Retweet for Buhari @MBuhari and like for Atiku @atiku https://t.co/yol5qnsWaP,0.0
535,"RT @SpokesManAtiku: Reports in the media that @atiku hosted a 400 person meeting in Dubai are false. For the avoidance of doubt, ours was n",-0.4
536,@Insidearewa @SpokesManAtiku @Mo_Atiku Another objective reporting from you... Thanks Aliyu.,0.1
537,@AjalaOlutosin @eddykinghassan @PDP_2019 @akaebube @atiku @OfficialPDPNig @henryshield @PDPVanguard @benmurraybruce https://t.co/5qLhUVa8qw,0.0
538,"@TrafficChiefNG why is it so hard for @MBuhari to approve the minimum wage.,he lied so that the Nigeria labour cong https://t.co/882es300QZ",-0.291666666667
539,"RT @Insidearewa: 2019: 25m disabled Nigerians back Atiku for President. The National Disability Empowerment Forum (NADEF), an umbrella orga",-0.1
540,@Rhumeey @PDP_2019 @akaebube @atiku @OfficialPDPNig @henryshield @PDPVanguard @benmurraybruce @segalink @jacksonpbn https://t.co/RIT2bIkO5y,0.0
541,"The Economics Never Endorses Atiku....

https://t.co/zIXROSgwLx https://t.co/zIXROSgwLx",0.0
542,"RT @SpokesManAtiku: Reports in the media that @atiku hosted a 400 person meeting in Dubai are false. For the avoidance of doubt, ours was n",-0.4
543,"RT @DailyPostNGR: 2019: Tinubu made a foolish mistake with Buhari, Yorubas will vote Atiku  Afenifere https://t.co/hmBag8weV1 https://t.",0.0
544,@piebeeper @olushola_shola @MBuhari @atiku Yeep,0.0
545,"RT @iameneji: Atikus Campaign Dilemma 

Small Thread",-0.25
546,RT @Yan_biyu_: Retweet for Buhari @MBuhari and like for Atiku @atiku https://t.co/yol5qnsWaP,0.0
547,"RT @Future_Leader: Now that Buhari has presented his certificate, let Atiku visit the USA.

No bad blood, we just want to check something ",0.35
548,"FROM Mohammed Gani Fawehinmi!!!

Fellow Nigerians,

This is how ATIKU became the acclaimed businessman he is toda https://t.co/tFzAUCQchJ",0.0
549,"RT @Forever_Rayyan: There is so much left to do in nigeria  Rip Yar'adau
@OfficialPDPNig @kcnaija @zinadabo1 @YouthsForAtiku @DanielOm",0.0
550,"RT @Forever_Rayyan: There is so much left to do in nigeria  Rip Yar'adau
@OfficialPDPNig @kcnaija @zinadabo1 @YouthsForAtiku @DanielOm",0.0
551,"RT @Danitrask: Looking forward to a brighter  tomorrow can help us get through a gloomy today @grownigeria_ng 
@atiku @YouthsForAtiku http",0.0
552,"RT @Intergrity56: They are saying @ProfOsinbajo  is just a VP,  there is little he can do, he has no say on extra-judicial killings, corrup",-0.1875
553,#loading #loading #atikulated #atikulated #newsong #newsongs #atiku @atiku #pdp #abuja #lagos #lag #apc #win #win https://t.co/2x1vRqbylK,0.8
554,RT @Yan_biyu_: Retweet for Buhari @MBuhari and like for Atiku @atiku https://t.co/yol5qnsWaP,0.0
555,RT @Yan_biyu_: Retweet for Buhari @MBuhari and like for Atiku @atiku https://t.co/yol5qnsWaP,0.0
556,"RT @iameneji: Atikus Campaign Dilemma 

Small Thread",-0.25
557,"RT @bukolasaraki: As we prepare to show Nigerians our partys vision for the future, this evening, I inspected Legacy House, the office bui",0.0
558,"RT @SpokesManAtiku: Reports in the media that @atiku hosted a 400 person meeting in Dubai are false. For the avoidance of doubt, ours was n",-0.4
559,Nigerians would definitely never regret endorsing @atiku  as Nigerian president come 2019. Godwilling. The economy https://t.co/KRfVyOyZVF,0.0
560,RT @avinashpradana: sepurane bukane aku wegah mengubungimu  tapi awak ku sadar nek dudu prioritasmu opo meneh ganggu wektumu perkoro aku.yo,0.0
561,"@tinkizee2 Ra'ayinki kenan
Mu dai Nigeria Sai @Atiku  
#LetsGetNigeriaWorkingAgain",0.0
562,@OfficialPDPNig @MBuhari @EmmanuelMacron @GovWike @USEmbassyAbuja @GovIfeanyiOkowa @nassnigeria @bukolasaraki https://t.co/hQIT3sTDBN,0.0
563,RT @Yan_biyu_: Retweet for Buhari @MBuhari and like for Atiku @atiku https://t.co/yol5qnsWaP,0.0
564,"RT @Haji_Shehu: Kinga wannan Hular, ko ita ta tsaya takara zata kada Atiku.

@BashirAhmaad @APCUKingdom @dawisu @bbchausa @Harshen_Hausa @n",0.0
565,"FACT-CHECK: Did the Economist Magazine really endorse Atiku?
Nov. 7, 2018.... details later",0.1
566,"RT @Mr_JAGs: FLASHBACK:
Reporter: IF You were president, what will be your priority programme ?? 

@atiku: lots and lots of priority.. I do",0.0
567,RT @Yan_biyu_: Retweet for Buhari @MBuhari and like for Atiku @atiku https://t.co/yol5qnsWaP,0.0
568,RT @blessedivine: I have one question to ask those that claiming Atiku and Obi will make Nigeria working again. I ask is it not the same pe,0.0
569,READ:  Adamawa Assembly To Grill Atikus Daughter Over Non-Payment Of Salaries: Fatima https://t.co/11TjAyaNGT,0.0
570,"RT @Haji_Shehu: Kinga wannan Hular, ko ita ta tsaya takara zata kada Atiku.

@BashirAhmaad @APCUKingdom @dawisu @bbchausa @Harshen_Hausa @n",0.0
571,RT @avinashpradana: sepurane bukane aku wegah mengubungimu  tapi awak ku sadar nek dudu prioritasmu opo meneh ganggu wektumu perkoro aku.yo,0.0
572,"RT @cbngov_akin1: NEWS
Sowore Wins European Coalition's Presidential Online Election - SR

ATIKU will soon win the DUBAI Coalition Presiden",0.366666666667
573,"RT @SpokesManAtiku: Reports in the media that @atiku hosted a 400 person meeting in Dubai are false. For the avoidance of doubt, ours was n",-0.4
574,RT @AtiyaBello: Brother collect Atiku's money and vote for Buhari https://t.co/yOpqjuAKKW,0.0
575,"These Atiku supporters are not to joke with. They can send anyone on exile from Twitter.
At the count now: https://t.co/A3bPiaJDOh",0.0
576,"RT @cbngov_akin1: Tinubu made a foolish mistake with Buhari, Yorubas will vote Atiku  Afenifere - Chief Ayo Adebanjo

He said he has thr",0.0
577,"RT @temmyponle: My president football age is 76years

Let's do the math quickly 
2019 election - 77years 
2019 + 4years - 81years 

And 

A",0.333333333333
578,@aneirrose Hahah bagey lamak xtemu heh heran juak atiku ,0.0
579,Atiku Abubakar mutum ne me nagarta akan yaga samarin nigeria kowa yasan cin kansa,0.0
580,"RT @iameneji: Atikus Campaign Dilemma 

Small Thread",-0.25
581,"RT @adisaomobale: @iameneji Your pictures thread is excellent,  na helele.  Atiku will be like how I go pacify these BUHARISTS?  Kai!! http",1.0
582,RT @todayng: Bukola Saraki: Atiku Abubakar must be president in 2019 https://t.co/GCWJ7526kp,0.0
583,"RT @Intergrity56: They are saying @ProfOsinbajo  is just a VP,  there is little he can do, he has no say on extra-judicial killings, corrup",-0.1875
584,RT @AtiyaBello: Brother collect Atiku's money and vote for Buhari https://t.co/yOpqjuAKKW,0.0
585,"RT @iameneji: South East

He tells them beautiful nonsense. I will restructure Nigeria. I will do only one term. Crowd goes wild, hailing",0.316666666667
586,"RT @skaalbgroup: Nigeria herdmedia blaming their counterpart herdsmen&amp;putting the blame on Buhari&amp;no longer Fulani because of @Atiku.

Buha",0.0
587,"RT @iameneji: North West

Atiku has nothing to promise them. Thats an impregnable zone for Mai Gaskiya

I mean Big Bros Bubu. This Guy",-0.15625
588,"@favourdesimhi @SpokesManAtiku @atiku I can't blame the out come of this, some advisers are mere opportunist.",-0.5
589,"RT @iameneji: So, Atiku will visit Benue, Plateau and Taraba during campaigns. He will not be able to say Fulani Herdsmen killed your peop",0.15
590,"RT @Thattallyaro: Amongst the two of you  @atiku  and @MBuhari please whosoever wins 2019 presidential election,i want an appointment for m",0.3
591,"RT @SpokesManAtiku: Reports in the media that @atiku hosted a 400 person meeting in Dubai are false. For the avoidance of doubt, ours was n",-0.4
592,RT @NALOWA1: The Case for Our #leaders at the #FederalHighCourt Abuja Nigeria has been adjourned to 21st January 2019 for Hearing. Let Us C,0.0
593,"RT @fkeyamo: When it suits them, they campaign with some dubious records of OBJ/Atiku govt of 1999-2007 (like GSM etc). When it doesnt sui",0.0
594,"RT @hawtcellency: @favourdesimhi @SpokesManAtiku @atiku I'm as confused and I will ask again, who did this to Nigeria? How did we get here?",-0.4
595,RT @Hailfinger1: The failed and discredited @MBuhari led @OfficialAPCNg government has been busted once again for lying to Nigerians. They,-0.5
596,"RT @Abdorn09: WTF @atiku and others who call themselves ""Philanthropists"".. this is where you are supposed to be spending your filthy dolla",-0.65
597,"RT @Charles4k: Atiku @atiku can have my endorsement but Buhari @MBuhari get my vote #SAIBABA2019

@Victoria_NGR @cbngov_akin1 @APCNigeria @",0.0
598,"RT @ogundamisi: FLASHBACK! @HSBC and 4 other UK   banks 'aided Nigeria corruption'

@HSBC want @atiku as it is no longer business as usua",-0.125
599,"RT @bukolasaraki: As we prepare to show Nigerians our partys vision for the future, this evening, I inspected Legacy House, the office bui",0.0
600,RT @todayng: Bukola Saraki: Atiku Abubakar must be president in 2019 https://t.co/GCWJ7526kp,0.0
601,Why Buhari cannot be trusted on new minimum wage  Atiku https://t.co/U00H4Qzyey,0.136363636364
602,RT @tinkizee2: Da Atiku ai gwara Goodluck ya dawo,0.0
603,RT @MohammedBichi_: Atiku 2019 In Sha Allah.,0.0
604,"RT @DailyPostNGR: Buhari, Osinbajo collecting hardship allowance while workers are suffering  Atiku https://t.co/IKCASeYf9T https://t.co/P",0.0
605,RT @Yan_biyu_: Retweet for Buhari @MBuhari and like for Atiku @atiku https://t.co/yol5qnsWaP,0.0
606,"@osquare78 @SpokesManAtiku @atiku And how sure are you?
Every Nigerian deserves a chance. And remember you don't ju https://t.co/UrSzpCr7uk",0.5
607,@SpokesManAtiku @atiku Why in Dubai?,0.0
608,"RT @SpokesManAtiku: Reports in the media that @atiku hosted a 400 person meeting in Dubai are false. For the avoidance of doubt, ours was n",-0.4
609,"RT @temmyponle: My president football age is 76years

Let's do the math quickly 
2019 election - 77years 
2019 + 4years - 81years 

And 

A",0.333333333333
610,"@ogundamisi @realFFK @atiku @osita_chidoka Nigerians are not stupid. 
They see millions of Igbo's as members of RCC https://t.co/vU63xWzxdh",0.4
611,RT @avinashpradana: sepurane bukane aku wegah mengubungimu  tapi awak ku sadar nek dudu prioritasmu opo meneh ganggu wektumu perkoro aku.yo,0.0
612,@SpokesManAtiku @atiku @SpokesManAtiku Wait and see what the opposition will imply,0.0
613,RT @Yan_biyu_: Retweet for Buhari @MBuhari and like for Atiku @atiku https://t.co/yol5qnsWaP,0.0
614,RT @avinashpradana: sepurane bukane aku wegah mengubungimu  tapi awak ku sadar nek dudu prioritasmu opo meneh ganggu wektumu perkoro aku.yo,0.0
615,"RT @SpokesManAtiku: Reports in the media that @atiku hosted a 400 person meeting in Dubai are false. For the avoidance of doubt, ours was n",-0.4
616,RT @avinashpradana: sepurane bukane aku wegah mengubungimu  tapi awak ku sadar nek dudu prioritasmu opo meneh ganggu wektumu perkoro aku.yo,0.0
617,"RT @TruthBeTold_ng: Presidential flag-bearer of the PDP, Alhaji Abubakar Atiku, openly admits on national television that despite the sixte",0.0
618,"BREAKING: 2019!!! Atiku Abubakar's Historic Arrival From Dubai, To Mark The End Of APC Forever!!! https://t.co/ItRUrF5B6h",0.0
619,"BREAKING: 2019!!! Atiku Abubakar's Historic Arrival From Dubai, To Mark The End Of APC Forever!!! https://t.co/fJ9QmfARcM",0.0
620,"BREAKING: 2019!!! Atiku Abubakar's Historic Arrival From Dubai, To Mark The End Of APC Forever!!! https://t.co/LKJXnnsVq4",0.0
621,@officialKolaO @johnogarodey @OfficialPDPNig @atiku @PeterGregoryObi @osita_chidokaThis is good news to hear and ch https://t.co/bOXLEqNHr2,0.7
622,"BREAKING: 2019!!! Atiku Abubakar's Historic Arrival From Dubai, To Mark The End Of APC Forever!!! https://t.co/8zduFFV14g",0.0
623,"BREAKING: 2019!!! Atiku Abubakar's Historic Arrival From Dubai, To Mark The End Of APC Forever!!! https://t.co/NMGUZMPNqV",0.0
624,"BREAKING: 2019!!! Atiku Abubakar's Historic Arrival From Dubai, To Mark The End Of APC Forever!!! https://t.co/E6tngEAB4y",0.0
625,"Buhari, Osinbajo collecting hardship allowance while workers are suffering Atiku https://t.co/pAQV1FoEwl https://t.co/xGRmKfrTUD",0.0
626,"RT @UgalaMicah: @atiku After crossing the SEA on our Public Bridge for free you allowed that same bridge to be destroyed, &amp; you are coming",0.133333333333
627,"BREAKING: 2019!!! Atiku Abubakar's Historic Arrival From Dubai, To Mark The End Of APC Forever!!! https://t.co/ctsylnDAMc",0.0
628,"BREAKING: 2019!!! Atiku Abubakar's Historic Arrival From Dubai, To Mark The End Of APC Forever!!! https://t.co/QNQJTPp0bW",0.0
629,"""THE ECONOMY HAS GONE DOWN BECAUSE OF OUR ACTIONS AND WE ARE BLAMING THE PAST TOO MUCH RATHER THAN SOLVING THE PRES https://t.co/SQIuavbSqP",-0.0685185185185
630,"#PL #Update:- Buhari And Osinbajo Collecting Hardship Allowance While Workers Are Suffering  Atiku
 https://t.co/NL0Iogb13d",0.0
631,"RT @bukolasaraki: As we prepare to show Nigerians our partys vision for the future, this evening, I inspected Legacy House, the office bui",0.0
632,"RT @ArchieWonda: @aligthebaptist @Demoore90210 Regrets, bitterness and anger is what you get when you support Buhari (APC) and Atiku(PDP).",-0.4
633,RT @sidramatics: Gentle reminder that Muhammadu Buhari will win his re-election in February 2019 and there is nothing Atiku dollars can do,0.5
634,"RT @SaharaReporters: Atiku Needs Crash Course On Economy, Says Oduduwa Group | Sahara Reporters
We wonder how an Atiku who can donate lavi",0.0
635,RT @Hailfinger1: The failed and discredited @MBuhari led @OfficialAPCNg government has been busted once again for lying to Nigerians. They,-0.5
636,"Until Nigerians and most especially the youths reevaluate our value system, nothing is gonna change. Can't imagine https://t.co/BsbOopvMJ1",0.25
637,@SpokesManAtiku @o2xerxes @atiku Even if u had 400...u did not use public funds..y r they afraid,-0.3
638,@SaharaReporters @atiku Atikulooted! https://t.co/s2Yl7M2MR0,0.0
639,RT @sidramatics: Gentle reminder that Muhammadu Buhari will win his re-election in February 2019 and there is nothing Atiku dollars can do,0.5
640,"2019!!! The Entire South-West Publicly Dumps Bola Tinubu, President Buhari, VP Osinbajo, As Atiku Abubakar Set To C https://t.co/z3X54M0aip",0.0
641,"2019!!! The Entire South-West Publicly Dumps Bola Tinubu, President Buhari, VP Osinbajo, As Atiku Abubakar Set To C https://t.co/plitOvXzgM",0.0
642,"Atiku and PDP are guilty of everything in your pinned tweet and even more. You have no clear ideology, you are only https://t.co/lap5WNxpb7",-0.0125
643,"2019!!! The Entire South-West Publicly Dumps Bola Tinubu, President Buhari, VP Osinbajo, As Atiku Abubakar Set To C https://t.co/bmjLKhKgvA",0.0
644,"2019!!! The Entire South-West Publicly Dumps Bola Tinubu, President Buhari, VP Osinbajo, As Atiku Abubakar Set To C https://t.co/yOL4jatyWv",0.0
645,"2019!!! The Entire South-West Publicly Dumps Bola Tinubu, President Buhari, VP Osinbajo, As Atiku Abubakar Set To C https://t.co/CfgzYKrBcU",0.0
646,"RT @retsonbiz: We've Been Told Money Will Flow Under An Atiku Presidency. The Question That's Not Being Answered is...
WHOSE MONEY?",0.0
647,"2019!!! The Entire South-West Publicly Dumps Bola Tinubu, President Buhari, VP Osinbajo, As Atiku Abubakar Set To C https://t.co/1nmdjwAEB3",0.0
648,"2019!!! The Entire South-West Publicly Dumps Bola Tinubu, President Buhari, VP Osinbajo, As Atiku Abubakar Set To C https://t.co/B0wDf7yww5",0.0
649,"2019!!! The Entire South-West Publicly Dumps Bola Tinubu, President Buhari, VP Osinbajo, As Atiku Abubakar Set To C https://t.co/qZu5gLnySu",0.0
650,"@Lindabeadsnmore @thetailorgal @ProfOsinbajo @MBuhari @WHO @ToyinSaraki @bukolasaraki @atiku 

Please help this you https://t.co/JPHHdMPhii",0.0
651,"@SpokesManAtiku @atiku Yeah, one went six months on tax payers money; no questions asked: no accountability. Anothe https://t.co/t2p81cmf5Q",0.0
652,"@Presh02 My tweet was in response to yours. I will chose Atiku/PDP countless times over Buhari and APC. Again, if y https://t.co/Y5FKdDXtr0",0.0
653,"RT @SpokesManAtiku: Reports in the media that @atiku hosted a 400 person meeting in Dubai are false. For the avoidance of doubt, ours was n",-0.4
654,@OfficialPDPNig @MBuhari @EmmanuelMacron @GovWike @USEmbassyAbuja @GovIfeanyiOkowa @nassnigeria @bukolasaraki https://t.co/Bgkjrz1oZb,0.0
655,"RT @zinadabo1: Allahu Akbar, we will spend sleepless night to see an Atiku Presidency become a reality in 2019 Insha Allah

History will ne",0.0
656,RT @blessedivine: I have one question to ask those that claiming Atiku and Obi will make Nigeria working again. I ask is it not the same pe,0.0
657,"RT @StudentsAtiku: We are getting set...

Campaigns to kick off November 18.

Thanks for your support thus far!

@atiku @SpokesManAtiku @it",0.1625
658,RT @Yan_biyu_: Retweet for Buhari @MBuhari and like for Atiku @atiku https://t.co/yol5qnsWaP,0.0
659,@babaidris090 @titilayo_maryam @UgochiJaneTrump @bukolasaraki @atiku @OnemolaOlu @officialKolaO @OfficialPDPNig https://t.co/tighG1QGS6,0.0
660,@purringray I can't with @atiku,0.0
661,@SaharaReporters @atiku 2. There is great hunger in the land. The general election is coming up in February and a l https://t.co/NrXbHDYQCp,0.425
662,RT @Forever_Rayyan: @atiku has a vision to make nigerian families self sustaining *the Nigerian elite always talked about the national cake,0.0
663,RT @Yan_biyu_: Retweet for Buhari @MBuhari and like for Atiku @atiku https://t.co/yol5qnsWaP,0.0
664,"RT @brynxy1: ""@atiku is a Money launderer"" - US Senate

""@atiku is an Oil Bunkerer"" - Wikileaks

""@atiku is a Corrupt Fellow"" - OBJ

""@atik",-0.5
665,"RT @yesmylo: Duk an kasuwar da ka son Atiku, ALLAH SHI bashi yaron shago iri nai.",0.0
666,"RT @ogundamisi: FLASHBACK! @HSBC and 4 other UK   banks 'aided Nigeria corruption'

@HSBC want @atiku as it is no longer business as usua",-0.125
667,RT @sidramatics: Gentle reminder that Muhammadu Buhari will win his re-election in February 2019 and there is nothing Atiku dollars can do,0.5
668,"2019!!! The Entire South-West Publicly Dumps Bola Tinubu, President Buhari, VP Osinbajo, As Atiku Abubakar Set To C https://t.co/d01kpy4Ve0",0.0
669,"2019!!! The Entire South-West Publicly Dumps Bola Tinubu, President Buhari, VP Osinbajo, As Atiku Abubakar Set To C https://t.co/UQ6HBZqbKT",0.0
670,"2019!!! The Entire South-West Publicly Dumps Bola Tinubu, President Buhari, VP Osinbajo, As Atiku Abubakar Set To C https://t.co/MglSqEsmTv",0.0
671,"RT @cbngov_akin1: Tinubu made a foolish mistake with Buhari, Yorubas will vote Atiku  Afenifere - Chief Ayo Adebanjo

He said he has thr",0.0
672,"2019!!! The Entire South-West Publicly Dumps Bola Tinubu, President Buhari, VP Osinbajo, As Atiku Abubakar Set To C https://t.co/hFNn3jwszi",0.0
673,"2019!!! The Entire South-West Publicly Dumps Bola Tinubu, President Buhari, VP Osinbajo, As Atiku Abubakar Set To C https://t.co/GdrBlg3FYT",0.0
674,"2019!!! The Entire South-West Publicly Dumps Bola Tinubu, President Buhari, VP Osinbajo, As Atiku Abubakar Set To C https://t.co/K7u2C5AIPj",0.0
675,"2019!!! The Entire South-West Publicly Dumps Bola Tinubu, President Buhari, VP Osinbajo, As Atiku Abubakar Set To C https://t.co/OKDtJFCa6w",0.0
676,"2019!!! The Entire South-West Publicly Dumps Bola Tinubu, President Buhari, VP Osinbajo, As Atiku Abubakar Set To C https://t.co/ZpjghfX1gk",0.0
677,"""WE SHOULD NOT ASSUME THAT WE CAN WIN EVEN WITH MASSIVE RIGGING "".
-senator bukar Abbas Ibrahim 
APC CHIEFTAIN,
AUT https://t.co/BOoA3zhmPG",0.4
678,"RT @renoomokri: Watch this short video clip of the @OfficialPDPNig Vice Presidential candidate, Governor @Peter__Obi, and I, and you will h",0.0
679,"RT @iameneji: So, Atiku will visit Benue, Plateau and Taraba during campaigns. He will not be able to say Fulani Herdsmen killed your peop",0.15
680,"RT @iameneji: Atikus Campaign Dilemma 

Small Thread",-0.25
